0,43.7989,0.5557328,48.13231,0,0.06587541,0.5674722,12.73608,30
1,43.83112451,0.557510282,48.99122788,-5.858876027,0.08788559831,0.5628298024,12.72437318,30
2,43.87024761,0.5599776761,49.86907361,-5.819749616,0.1134398,0.5574399,12.6653418,30
3,43.92689235,0.5639511694,50.86792894,-5.763108812,0.1446739,0.5889248,12.75297247,30
4,43.99358922,0.564513182,51.82822404,-5.696406125,0.1356714635,0.56385262,12.70647824,30
5,44.06546098,0.561682098,52.68952765,-5.624535275,0.1268758627,0.5547032608,12.74174627,30
6,44.15418059,0.5569457906,53.60701976,-5.535816082,0.111084,0.5442933,12.80677188,30
7,44.26828133,0.55231208,54.6010662,-5.421718427,0.1305122129,0.5411011102,12.71947298,30
8,44.39136361,0.5498913365,55.51875169,-5.29863469,0.1923003,0.5309489,12.76916447,30
9,44.52217047,0.5497380812,56.37325259,-5.167827529,0.2121108,0.5516282,12.77524988,30
10,44.68897078,0.5517848196,57.31725275,-5.001025961,0.2257533412,0.5520954,12.70902392,13.3
11,44.88860459,0.554689871,58.29857647,-4.80139669,0.2330031141,0.5524115933,12.77941396,13.1
12,45.09137035,0.5571022106,59.16039247,-4.598627518,0.2244243,0.5528029,12.72327424,12.9
13,45.30695663,0.5585487635,59.99519078,-4.383040325,0.1626498,0.5724776,12.68096396,12.7
14,45.58533114,0.5584183863,60.95088165,-4.104664298,0.2045419686,0.575538891,12.7710762,12.5
15,45.88740294,0.5573699,61.88551471,-3.802595941,0.2502113,0.5788762,12.68628588,12.3
16,46.17793592,0.555730382,62.69644004,-3.512061867,0.2242241173,0.5793286325,12.67827984,12.1
17,46.49972867,0.5540753267,63.531512,-3.190272533,0.1858741,0.5799963,12.752666,11.9
18,46.88685847,0.5530467447,64.44942906,-2.803139553,0.1522021,0.6201264,12.64764682,11.7
19,47.19249063,0.5527368133,65.12730894,-2.497508125,0.2022723549,0.6273777247,12.64117624,11.5
20,47.71028686,0.5534390157,66.19597314,-1.979712373,0.2368333451,0.6022895471,12.6816702,11.3
21,48.14003071,0.5545388953,67.00899235,-1.549966294,0.2994566,0.5233935,12.75374918,11.1
22,48.4918738,0.5556360118,67.64001031,-1.198120647,0.2750727,0.6085679,12.59835949,10.9
